,SELLER,REBOUND TYPE,COSTUMER ID,ORDER NUMBER,DATE ATTENDED,DATE DELIVERED,PRODUCT,UNIT AMOUNT,QUANTITY,Amount per Item/Total Amount,REASON,Charged (Fortnight/Month/Year Number),DAYS TO DELIVER
326,LUIS EDUARDO R,TOTAL,2272,33_1675280110465,2023-02-02,2023-06-02,Lulemuu Tostadas De Arroz Clasica X 120 G,110,10,1100,WITHOUT MONEY,1Q/2/23,120.0
327,LUIS EDUARDO R,TOTAL,2272,33_1675280110465,2023-02-02,2023-06-02,Lulemuu Chorqui Oblea De Arroz Mani X 20,999,1,999,WITHOUT MONEY,1Q/2/23,120.0
328,LUIS EDUARDO R,TOTAL,861,33_1675546761361,2023-06-02,2023-10-02,Lulemuu Chorqui Oblea De Arroz Mani X 20,999,3,2997,WITHOUT MONEY,1Q/2/23,122.0
329,LUIS EDUARDO R,TOTAL,861,33_1675546761361,2023-06-02,2023-10-02,Que Lo Paleo Barra Proteica Castañas X 12 U,1990,2,3980,WITHOUT MONEY,1Q/2/23,122.0
330,LUIS EDUARDO R,TOTAL,2223,33_1674748486536,,,Mirinda Naranja Packx6 Latax 354 Cc,732,3,2196,WITHOUT MONEY,1Q/2/23,
331,LUIS EDUARDO R,TOTAL,2223,33_1674748486536,,,QUILMES CLASICA,1158,2,2316,WITHOUT MONEY,1Q/2/23,
332,LUIS EDUARDO R,TOTAL,2223,33_1674748486536,,,Mini Pamela Galletas Manteca X 180 G,136,3,408,WITHOUT MONEY,1Q/2/23,
333,LUIS EDUARDO R,TOTAL,2223,33_1674748486536,,,Lulemuu Tostadas Arroz Agrupadas X 90 G,85,5,425,WITHOUT MONEY,1Q/2/23,
334,LUIS EDUARDO R,TOTAL,2223,33_1674748486536,,,Lulemuu Alfajor De Arroz Marroc X 12,890,5,4450,WITHOUT MONEY,1Q/2/23,
335,LUIS EDUARDO R,PARTIAL,1565,33_1675360948075,2023-03-02,2023-07-02,Que Lo Paleo Barra Proteica Castañas X 12 U,1990,1,1990,WITHOUT MONEY,1Q/2/23,122.0
336,LUIS EDUARDO R,PARTIAL,168,33_1675962677356,2023-10-02,,Lulemuu Tostadas Arroz Agrupadas X 90 G,85,7,595,WITHOUT MONEY,1Q/2/23,
337,LUIS EDUARDO R,PARTIAL,856,33_1675958989809,2023-10-02,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1400,1,1400,WITHOUT MONEY,1Q/2/23,
338,LUIS EDUARDO R,PARTIAL,54,33_1675807346337,2023-08-02,2023-12-02,La Española Lentejas X 400 G,250,2,500,WITHOUT MONEY,1Q/2/23,122.0
339,LUIS EDUARDO R,PARTIAL,67,33_1676151169392,,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1400,1,1400,WITHOUT MONEY,1Q/2/23,
340,LUIS EDUARDO R,PARTIAL,1300,33_1675891114216,2023-08-02,2023-12-02,QUILMES CLASICA,1158,4,4632,WITHOUT MONEY,1Q/2/23,122.0
341,LUIS EDUARDO R,PARTIAL,1632,33_1675459416571,2023-04-02,2023-08-02,Doña Pupa Pure De Tomate X 520 G,1460,1,1460,WITHOUT MONEY,1Q/2/23,122.0
342,LUIS EDUARDO R,PARTIAL,1064,33_1675811563287,2023-08-02,2023-12-02,Doña Pupa Salsa Pomarola Tetrax 340 G,122,5,610,WITHOUT MONEY,1Q/2/23,122.0
343,LUIS EDUARDO R,PARTIAL,1589,33_1675352915677,2023-03-02,2023-07-02,Que Lo Paleo Barra Proteica Castañas X 12 U,1990,1,1990,WITHOUT MONEY,1Q/2/23,122.0
344,LUIS EDUARDO R,PARTIAL,2034,33_1675865027466,2023-09-02,,Lulemuu Alfajor De Arroz Marroc X 12,890,1,890,WITHOUT MONEY,1Q/2/23,
345,LUIS EDUARDO R,PARTIAL,2034,33_1675865027466,2023-09-02,,Lulemuu Chorqui Oblea De Arroz Mani X 20,999,1,999,WITHOUT MONEY,1Q/2/23,
346,LUIS EDUARDO R,PARTIAL,1825,33_1676587262245,,,Suiza Limpiador Limon X 5 L,550,1,550,WITHOUT MONEY,2Q/2/23,
347,LUIS EDUARDO R,PARTIAL,1321,33_1677080922372,,,Mirinda Naranja Packx6 Latax 354 Cc,732,2,1464,WITHOUT MONEY,2Q/2/23,
348,LUIS EDUARDO R,PARTIAL,1901,33_1677008300395,,,Que Lo Paleo Barra Proteica Castañas X 12 U,2450,1,2450,WITHOUT MONEY,2Q/2/23,
349,LUIS EDUARDO R,PARTIAL,1632,33_1676682570781,,,la española polenta x 500g,73,6,438,WITHOUT MONEY,2Q/2/23,
350,LUIS EDUARDO R,PARTIAL,1632,33_1676586862849,,,franks alfajor chocolate sin tacc x 8 u,1205,1,1205,WITHOUT MONEY,2Q/2/23,
351,LUIS EDUARDO R,PARTIAL,2034,33_1676574714844,,,Lulemuu Tostadas De Arroz Clasica X 120 G,110,5,550,WITHOUT MONEY,2Q/2/23,
352,LUIS EDUARDO R,PARTIAL,2411,33_1677356705867,,2023-02-03,La Española Lentejas X 400 G,"362,1",10,3621,WITHOUT MONEY,2Q/2/23,
353,LUIS EDUARDO R,PARTIAL,855,33_1677167691154,,,Mirinda Naranja Packx6 Latax 354 Cc,732,2,1464,WITHOUT MONEY,2Q/2/23,
354,LUIS EDUARDO R,PARTIAL,856,33_1677172220921,,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1440,1,1440,WITHOUT MONEY,2Q/2/23,
355,LUIS EDUARDO R,PARTIAL,2273,33_1678910850687,,,Mini Pamela Galletas Manteca X 180 G,136,2,272,WITHOUT MONEY,2Q/3/23,
356,LUIS EDUARDO R,PARTIAL,168,33_1678991256812,,,MIRINDA PACKX6 NARANJA BOTELLA 500CC,905,2,1810,WITHOUT MONEY,2Q/3/23,
357,LUIS EDUARDO R,PARTIAL,1232,33_1678990035258,,,MIRINDA PACKX6 NARANJA BOTELLA 500CC,905,1,905,WITHOUT REASON,2Q/3/23,
358,LUIS EDUARDO R,PARTIAL,662,33_1678975273751,,,MIRINDA PACKX6 NARANJA BOTELLA 500CC,905,3,2715,WITHOUT REASON,2Q/3/23,
359,LUIS EDUARDO R,PARTIAL,662,33_1678975273751,,,SEVEN UP PACKX6 BOTELLA 500CC,905,3,2715,WITHOUT REASON,2Q/3/23,
360,LUIS EDUARDO R,PARTIAL,856,33_1678983858632,,,Que Lo Paleo Barra Proteica Castañas X 12 U,2450,1,2450,WITHOUT REASON,2Q/3/23,
361,LUIS EDUARDO R,PARTIAL,712,33_1679075838394,,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1560,1,1560,WITHOUT REASON,2Q/3/23,
362,LUIS EDUARDO R,PARTIAL,712,33_1679075838394,,,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1560,1,1560,WITHOUT REASON,2Q/3/23,
363,LUIS EDUARDO R,PARTIAL,712,33_1679075838394,,,Que Lo Paleo Barra Proteica Castañas X 12 U,2450,1,2450,WITHOUT REASON,2Q/3/23,
364,LUIS EDUARDO R,PARTIAL,2528,33_1678971641300,,,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1440,1,1440,CLOSED,2Q/3/23,
365,LUIS EDUARDO R,PARTIAL,1866,33_1679324823766,,,Dec Mani Con Miel X 350 G,499,8,3992,CLOSED,2Q/3/23,
366,LUIS EDUARDO R,PARTIAL,383,33_1679328370565,,,Hileret Edulcorante Sweet X 50 Sobres,172,4,688,CLOSED,2Q/3/23,
367,LUIS EDUARDO R,PARTIAL,71,33_1679329937590,,,La Española Polenta Instantanea X 500 G,100,2,200,CLOSED,2Q/3/23,
368,LUIS EDUARDO R,PARTIAL,166,33_1679319861795,,,QUE LO PALEO BARRA PROTEICA GRANOLA FRUTOS Y SEMILLAS X12,1800,1,1800,CLOSED,2Q/3/23,
369,LUIS EDUARDO R,PARTIAL,166,33_1679319861795,,,Crowie Cereal Bar Original X 12 U,"730,6",1,"730,6",CLOSED,2Q/3/23,
370,LUIS EDUARDO R,PARTIAL,2219,33_1679514528669,,,Pepsi Packx6 Latax 354 Cc,887,2,1774,CLOSED,2Q/3/23,
371,LUIS EDUARDO R,PARTIAL,1623,33_1679587822386,,,FUN CARAMELOS PUNCHY MONKEY DISPLAY X 8 U,3500,1,3500,CLOSED,2Q/3/23,
372,LUIS EDUARDO R,PARTIAL,2034,33_1679506243544,,,Lulemuu Snack Pizza X 50 G,71,3,213,CLOSED,2Q/3/23,
373,LUIS EDUARDO R,PARTIAL,1232,33_1679594888012,,,PASO DE LOS TOROS POMELO BOTELLAX6 500CC,912,1,912,CLOSED,2Q/3/23,
374,LUIS EDUARDO R,PARTIAL,36,33_1679586641165,,,PASO DE LOS TOROS POMELO BOTELLAX6 500CC,912,4,3648,CLOSED,2Q/3/23,
375,LUIS EDUARDO R,PARTIAL,2540,33_1679585097463,,,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,CLOSED,2Q/3/23,
376,LUIS EDUARDO R,PARTIAL,1632,33_1679582459348,,,Lulemuu Snack Queso X 50 G,71,2,142,CLOSED,2Q/3/23,
377,LUIS EDUARDO R,PARTIAL,856,33_1679591963254,,,QUE LO PALEO BARRA PROTEICA GRANOLA FRUTOS Y SEMILLAS X12,1800,1,1800,CLOSED,2Q/3/23,
378,LUIS EDUARDO R,PARTIAL,1565,33_1679768806204,,,Lulemuu Snack Pizza X 50 G,71,7,497,CLOSED,2Q/3/23,
379,LUIS EDUARDO R,PARTIAL,930,33_1679421803362,,,Lulemuu Snack Queso X 50 G,71,3,213,CLOSED,2Q/3/23,
380,LUIS EDUARDO R,PARTIAL,54,33_1679414114502,,,Tosti Tostaditas Finitas Light Displayx 140 G,235,18,4230,CLOSED,2Q/3/23,
381,LUIS EDUARDO R,PARTIAL,2436,33_1680539421588,2023-04-04,2023-07-04,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,CLOSED,1Q/4/23,91.0
382,LUIS EDUARDO R,PARTIAL,1832,33_1680544884046,2023-04-04,2023-07-04,Dec Pasta De Mani X 470 G,630,2,1260,CLOSED,1Q/4/23,91.0
383,LUIS EDUARDO R,PARTIAL,2341,33_1680612126999,2023-04-04,2023-07-04,Pamela Galletas Rellenas Chocolate X 97 G,103,5,515,CLOSED,1Q/4/23,91.0
384,LUIS EDUARDO R,PARTIAL,2284,33_1680282749681,2023-01-04,2023-04-04,SEVEN UP FARDO X6 LATA 354CC,886,2,1772,CLOSED,1Q/4/23,90.0
385,LUIS EDUARDO R,PARTIAL,1632,33_1680634489409,2023-05-04,2023-08-04,Pamela Galletas Rellenas Chocolate X 97 G,103,5,515,CLOSED,1Q/4/23,92.0
386,LUIS EDUARDO R,PARTIAL,1632,33_1680634489409,2023-05-04,2023-08-04,911 Insecticida Mata Moscas Y Mosquitos En Aerosol X 360 Ml,260,6,1560,CLOSED,1Q/4/23,92.0
387,LUIS EDUARDO R,PARTIAL,1290,33_1680645324357,2023-05-04,2023-08-04,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,CLOSED,1Q/4/23,92.0
388,LUIS EDUARDO R,PARTIAL,1079,33_1680642644279,2023-05-04,2023-08-04,fun chupetin crazy pop naranja tirax 20 u,1640,1,1640,CLOSED,1Q/4/23,92.0
389,LUIS EDUARDO R,PARTIAL,288,33_1680640183746,2023-05-04,2023-08-04,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,CLOSED,1Q/4/23,92.0
390,LUIS EDUARDO R,PARTIAL,70,33_1681144341946,2023-11-04,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,CLOSED,1Q/4/23,
391,LUIS EDUARDO R,PARTIAL,70,33_1681144341946,2023-11-04,,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,CLOSED,1Q/4/23,
392,LUIS EDUARDO R,PARTIAL,1632,33_1680723816830,,,Lulemuu Alfajor De Arroz Choco Negro X 12 U,1053,1,1053,CLOSED,1Q/4/23,
393,LUIS EDUARDO R,PARTIAL,1632,33_1680723816830,,,Lulemuu Alfajor De Arroz Frutilla X 12,1053,1,1053,CLOSED,1Q/4/23,
394,LUIS EDUARDO R,PARTIAL,1632,33_1680723816830,,,Lulemuu Alfajor De Arroz Marroc X 12,1053,1,1053,CLOSED,1Q/4/23,
395,LUIS EDUARDO R,PARTIAL,1632,33_1680723816830,,,Lulemuu Alfajor De Arroz Limon X 12,1053,1,1053,CLOSED,1Q/4/23,
396,LUIS EDUARDO R,PARTIAL,2219,33_1681327545213,,,La Española Arvejas Enteras X 400 G,143,12,1716,CLOSED,1Q/4/23,
397,LUIS EDUARDO R,PARTIAL,370,33_1681575654746,,,La Española Polenta Instantanea X 500 G,112,10,1120,CLOSED,1Q/4/23,
398,LUIS EDUARDO R,PARTIAL,1752,33_1681579074934,,,DULCYPAS MADALENA CON DULCE DE LECHE PAQX 250G,220,2,440,CLOSED,1Q/4/23,
399,LUIS EDUARDO R,PARTIAL,1752,33_1681579074934,,,DULCYPAS MADALENA VAINILLA PAQX250 G,220,2,440,CLOSED,1Q/4/23,
400,LUIS EDUARDO R,PARTIAL,2284,33_1681580821891,,,DULCYPAS MADALENA CON DULCE DE LECHE PAQX 250G,220,2,440,CLOSED,1Q/4/23,
401,LUIS EDUARDO R,PARTIAL,2284,33_1681580821891,,,DULCYPAS MADALENA VAINILLA PAQX250 G,220,2,440,CLOSED,1Q/4/23,
402,LUIS EDUARDO R,TOTAL,1375,33_1681841267867,,,Bay Biscuit Bizcochos Sabor Original X 142 G,177,5,885,CLOSED,2Q/4/23,
403,LUIS EDUARDO R,TOTAL,1375,33_1681841267867,,,Arbanit Cubanitos Mani Displayx 12 Unidades,1540,1,1540,CLOSED,2Q/4/23,
404,LUIS EDUARDO R,TOTAL,1375,33_1681841267867,,,Mirinda Packx6 Manzana Botellax 500 Cc,1003,1,1003,CLOSED,2Q/4/23,
405,LUIS EDUARDO R,TOTAL,1375,33_1681841267867,,,Tosti Snack Queso X 70 G,190,10,1900,CLOSED,2Q/4/23,
406,LUIS EDUARDO R,TOTAL,1375,33_1681841267867,,,La Española Lentejas X 400 G,371,5,1855,CLOSED,2Q/4/23,
407,LUIS EDUARDO R,TOTAL,1375,33_1681841267867,,,Clyde Gin X,1300,5,6500,CLOSED,2Q/4/23,
408,LUIS EDUARDO R,PARTIAL,2341,33_1682129272587,,,La Española Lentejas X 400 G,371,3,1113,CLOSED,2Q/4/23,
409,LUIS EDUARDO R,PARTIAL,370,33_1682689687081,,2023-01-05,Mirinda Packx6 Manzana Botellax 500 Cc,1003,3,3009,OUT OF STOCK,2Q/4/23,
410,LUIS EDUARDO R,PARTIAL,2546,33_1682695617395,,2023-01-05,Clyde Gin X,1300,1,1300,WITHOUT MONEY,2Q/4/23,
411,LUIS EDUARDO R,PARTIAL,1539,33_1682618023382,,2023-01-05,Mirinda Packx6 Manzana Botellax 500 Cc,1003,2,2006,WITHOUT MONEY,2Q/4/23,
412,LUIS EDUARDO R,PARTIAL,855,33_1682612279858,,2023-01-05,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,2,3600,WITHOUT MONEY,2Q/4/23,
413,LUIS EDUARDO R,PARTIAL,662,33_1682608888058,,2023-01-05,Dulcypas Galletitas Pepas Paqx 180 G,111,1,111,WITHOUT MONEY,2Q/4/23,
414,LUIS EDUARDO R,PARTIAL,662,33_1682608888058,,2023-01-05,Trym's Papas Fritas Acanaladas Kettle Barbacoa Tex Sin Tacc X 60 G,205,3,615,WITHOUT MONEY,2Q/4/23,
415,LUIS EDUARDO R,PARTIAL,856,33_1682616817616,,2023-01-05,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,3,5400,WITHOUT MONEY,2Q/4/23,
416,LUIS EDUARDO R,PARTIAL,1758,33_1682612784316,,2023-01-05,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,2,3600,WITHOUT MONEY,2Q/4/23,
417,LUIS EDUARDO R,PARTIAL,1758,33_1682612784316,,2023-01-05,Mirinda Packx6 Manzana Botellax 500 Cc,1003,1,1003,WITHOUT MONEY,2Q/4/23,
418,LUIS EDUARDO R,PARTIAL,1758,33_1682612784316,,2023-01-05,Bay Biscuit Bizcochos Sabor Original X 142 G,177,5,885,WITHOUT MONEY,2Q/4/23,
419,LUIS EDUARDO R,PARTIAL,54,33_1682623883522,,2023-01-05,Arbanit Cubanitos Mani Displayx 12 Unidades,1540,1,1540,WITHOUT MONEY,2Q/4/23,
420,LUIS EDUARDO R,PARTIAL,54,33_1682623883522,,2023-01-05,Tosti Snack Queso X 70 G,190,8,1520,WITHOUT MONEY,2Q/4/23,
421,LUIS EDUARDO R,PARTIAL,54,33_1682623883522,,2023-01-05,Tosti Snack Jamon X 70 G,190,5,950,WITHOUT MONEY,2Q/4/23,
422,LUIS EDUARDO R,PARTIAL,1623,33_1682682662969,,2023-01-05,Chocolatory Tableta Chocolate Amargo 86% Puro Cacao 90g X 6 U,2750,1,2750,WITHOUT MONEY,2Q/4/23,
423,LUIS EDUARDO R,PARTIAL,1589,33_1682614542340,,,Trym's Papas Fritas Acanaladas Kettle Aceto Balsamico Sin Tacc X 60 G,205,3,615,WITHOUT MONEY,2Q/4/23,
424,LUIS EDUARDO R,PARTIAL,2674,33_1682553539247,,2023-01-05,Tosti Snack Queso X 70 G,190,2,380,WITHOUT MONEY,2Q/4/23,
425,LUIS EDUARDO R,PARTIAL,2674,33_1682553539247,,,Tosti Snack Jamon X 70 G,190,2,380,WITHOUT MONEY,2Q/4/23,
426,LUIS EDUARDO R,PARTIAL,70,33_1682354650623,,,Dec Mix Frutos Secos Saludable X 35 G,156,12,1872,WITHOUT MONEY,2Q/4/23,
427,LUIS EDUARDO R,PARTIAL,71,33_1682352405495,,,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,WITHOUT MONEY,2Q/4/23,
428,LUIS EDUARDO R,PARTIAL,232,33_1682381585171,,,La Española Lentejas X 400 G,371,10,3710,WITHOUT MONEY,2Q/4/23,
429,LUIS EDUARDO R,PARTIAL,2514,33_1682183036444,,,La Minucha Fideos Caracolito X 500gr,143,5,715,WITHOUT MONEY,2Q/4/23,
430,LUIS EDUARDO R,PARTIAL,2514,33_1682183036444,,,Palau Agua Mineral 6 Ux 1.5 Ml,663,1,663,WITHOUT MONEY,2Q/4/23,
431,LUIS EDUARDO R,PARTIAL,2656,33_1682296004787,,,Dulcypas Madalena Con Chips De Chocolate Paqx 250 G,220,10,2200,WITHOUT MONEY,2Q/4/23,
432,LUIS EDUARDO R,PARTIAL,1931,33_1681836324928,,,Trym's Papas Fritas Sal Marina Y Pimienta Sin Tacc X 60 G,189,5,945,WITHOUT MONEY,2Q/4/23,
433,LUIS EDUARDO R,PARTIAL,1931,33_1681836324928,,,La Española Avena Instantanea X 300 G,199,5,995,WITHOUT MONEY,2Q/4/23,
434,LUIS EDUARDO R,PARTIAL,1596,33_1681593578822,,,Limonessi Jugo De Limon Prestigio X 500 Ml,192,2,384,WITHOUT MONEY,2Q/4/23,
435,LUIS EDUARDO R,PARTIAL,712,33_1681830025759,,,Que Lo Paleo Barra Proteica Granola Frutos Y Semillas X 12 U,1800,2,3600,WITHOUT MONEY,2Q/4/23,
436,LUIS EDUARDO R,PARTIAL,2636,33_1681856530136,,,Arrotuc Galleta De Arroz Integral Salada X 12 U,120,12,1440,WITHOUT MONEY,2Q/4/23,
437,LUIS EDUARDO R,PARTIAL,370,33_1681839197999,,,Pepsi Packx6 Latax 354 Cc,887,8,7096,WITHOUT MONEY,2Q/4/23,
438,LUIS EDUARDO R,PARTIAL,2219,33_1682027078956,,,La Minucha Fideos Caracolito X 500gr,143,3,429,Different flavor/presentation,2Q/4/23,
439,LUIS EDUARDO R,PARTIAL,626,33_1681747293481,,,Que Lo Paleo Barra Proteica Castañas X 12 U,2860,1,2860,NO REQUEST,2Q/4/23,
440,LUIS EDUARDO R,PARTIAL,2480,33_1681743578355,,,Que Lo Paleo Barra Proteica Castañas X 12 U,2860,1,2860,OUT OF STOCK,2Q/4/23,
441,LUIS EDUARDO R,PARTIAL,1866,33_1681739281696,,,Arbanit Cubanitos Avellanas Displayx 12 Unidades,1270,2,2540,NO REQUEST,2Q/4/23,
442,LUIS EDUARDO R,PARTIAL,2658,33_1683398358265,2023-08-05,2023-11-05,GRANDOTE ALF NEGRO Y BLANCO,2075,2,4150,CLOSED,1Q/5/23,92.0
443,LUIS EDUARDO R,PARTIAL,930,33_1683063186615,2023-03-05,2023-06-05,Mini Pamela Galletas Limon X 180 G,136,2,272,CLOSED,1Q/5/23,92.0
444,LUIS EDUARDO R,PARTIAL,999,33_1683048311399,2023-03-05,2023-06-05,Suiza Limpiador Citronella X 900 Ml,162,7,1134,CLOSED,1Q/5/23,92.0
445,LUIS EDUARDO R,PARTIAL,37,33_1683045509222,2023-03-05,2023-06-05,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,CLOSED,1Q/5/23,92.0
446,LUIS EDUARDO R,PARTIAL,688,33_1683044729462,2023-03-05,2023-06-05,Sportade Bebida Isotonica Manzana Packx6 U Botx 750 Ml,1250,1,1250,CLOSED,1Q/5/23,92.0
447,LUIS EDUARDO R,PARTIAL,866,33_1683049412411,2023-03-05,2023-06-05,Suiza Limpiador Citronella X 5 L,640,1,640,CLOSED,1Q/5/23,92.0
448,LUIS EDUARDO R,PARTIAL,1589,33_1683222571697,2023-05-05,2023-08-05,La Española Lentejas X 400 G,371,4,1484,CLOSED,1Q/5/23,92.0
449,LUIS EDUARDO R,PARTIAL,1232,33_1683223413972,2023-05-05,2023-08-05,ALFAJOR GRANDOTE,2075,1,2075,CLOSED,1Q/5/23,92.0
450,LUIS EDUARDO R,PARTIAL,2540,33_1683311202290,2023-05-05,2023-08-05,ALFAJOR GRANDOTE,2075,1,2075,CLOSED,1Q/5/23,92.0
451,LUIS EDUARDO R,PARTIAL,1126,33_1683211647001,2023-05-05,2023-08-05,ALFAJOR GRANDOTE,2075,1,2075,CLOSED,1Q/5/23,92.0
452,LUIS EDUARDO R,PARTIAL,626,33_1683564279177,2023-09-05,2023-12-05,Que Lo Paleo Barra Proteica Castañas X 12 U,2860,1,2860,WITHOUT MONEY,1Q/5/23,91.0
453,LUIS EDUARDO R,PARTIAL,626,33_1683564279177,2023-09-05,2023-12-05,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1860,1,1860,WITHOUT MONEY,1Q/5/23,91.0
454,LUIS EDUARDO R,PARTIAL,626,33_1683564279177,2023-09-05,2023-12-05,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1860,1,1860,WITHOUT MONEY,1Q/5/23,91.0
455,LUIS EDUARDO R,PARTIAL,626,33_1683564279177,2023-09-05,2023-12-05,La Española Avena Instantanea X 300 G,199,10,1990,WITHOUT MONEY,1Q/5/23,91.0
456,LUIS EDUARDO R,PARTIAL,2717,33_1683745428728,2023-10-05,,Lulemuu Bizcochos Dulce X 50 G,82,3,246,WITHOUT MONEY,1Q/5/23,
457,LUIS EDUARDO R,PARTIAL,1497,33_1683743622955,2023-11-05,,Mafalda Mini Triangulos De Hojaldre X 180 G,140,5,700,WITHOUT MONEY,1Q/5/23,
458,LUIS EDUARDO R,PARTIAL,1232,33_1683832450853,,,Fun Chupetin Crazy Pop Frutilla Tirax 20 U,2255,1,2255,WITHOUT MONEY,1Q/5/23,
459,LUIS EDUARDO R,PARTIAL,1232,33_1683832450853,,,Fun Chupetin Crazy Pop Uva Tirax 20 U,2255,1,2255,WITHOUT MONEY,1Q/5/23,
460,LUIS EDUARDO R,PARTIAL,54,33_1683834527789,2023-12-05,,Arbanit Cubanitos Mani Displayx 12 Unidades,1540,1,1540,WITHOUT MONEY,1Q/5/23,
461,LUIS EDUARDO R,PARTIAL,54,33_1683834527789,2023-12-05,,Arbanit Cubanitos Avellanas Displayx 12 Unidades,1540,1,1540,WITHOUT MONEY,1Q/5/23,
462,LUIS EDUARDO R,PARTIAL,168,33_1683837871113,,,Lulemuu Bizcochos Dulce X 50 G,82,13,1066,WITHOUT MONEY,1Q/5/23,
463,LUIS EDUARDO R,PARTIAL,442,33_1683995227507,,,La Recova Alfajor Negro Display X 12 X,1645,1,1645,WITHOUT MONEY,1Q/5/23,
464,LUIS EDUARDO R,PARTIAL,2603,33_1684026251450,,,Pepsi Packx6 Botellax 500 Cc,1014,1,1014,WITHOUT MONEY,1Q/5/23,
465,MATIAS EDUARDO V,PARTIAL,1632,40_1680287792000,2023-01-04,2023-04-04,Arrotuc Galleta De Arroz Integral Dulce X 12 U,120,12,1440,WITHOUT MONEY,1Q/4/23,90.0
466,MATIAS EDUARDO V,PARTIAL,1830,40_1680548310000,2023-04-04,2023-07-04,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,WITHOUT MONEY,1Q/4/23,91.0
467,MATIAS EDUARDO V,PARTIAL,1720,40_1680546128000,2023-04-04,2023-07-04,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,WITHOUT MONEY,1Q/4/23,91.0
468,MATIAS EDUARDO V,PARTIAL,1127,40_1680545714000,2023-04-04,2023-07-04,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,WITHOUT MONEY,1Q/4/23,91.0
469,MATIAS EDUARDO V,PARTIAL,1127,40_1680545714000,2023-04-04,2023-07-04,Lulemuu Tostadas Arroz Agrupadas X 90 G,89,5,445,WITHOUT MONEY,1Q/4/23,91.0
470,MATIAS EDUARDO V,PARTIAL,1632,40_1680903300000,2023-04-04,2023-07-04,Que Lo Paleo Barra Proteica Castañas X 12 U,2860,1,2860,WITHOUT MONEY,1Q/4/23,91.0
471,MATIAS EDUARDO V,PARTIAL,1935,40_1680721697000,2023-05-04,2023-08-04,Suiza Cera En Pasta Natural X 450 Cc,900,1,900,WITHOUT MONEY,1Q/4/23,92.0
472,MATIAS EDUARDO V,PARTIAL,1662,40_1680629831000,2023-05-04,2023-08-04,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,WITHOUT MONEY,1Q/4/23,92.0
473,MATIAS EDUARDO V,PARTIAL,1632,40_1680630534000,2023-05-04,2023-08-04,La Española Polenta Instantanea X 500 G,100,5,500,WITHOUT MONEY,1Q/4/23,92.0
474,MATIAS EDUARDO V,PARTIAL,1632,40_1680634112000,2023-05-04,2023-08-04,Lulemuu Tostadas Arroz Agrupadas X 90 G,89,6,534,WITHOUT MONEY,1Q/4/23,92.0
475,MATIAS EDUARDO V,PARTIAL,986,40_1681156257000,2023-11-04,,Limonessi Jugo De Limon Prestigio X 500 Ml,192,2,384,CLOSED,1Q/4/23,
476,MATIAS EDUARDO V,PARTIAL,1632,40_1680804008000,2023-06-04,2023-09-04,Trym's Papas Fritas Acanaladas Kettle Chori Con Chimi Sin Tacc X 60 G,189,10,1890,NO REQUEST,1Q/4/23,92.0
477,MATIAS EDUARDO V,PARTIAL,1632,40_1681150784000,2023-11-04,,La Española Arroz L F X 500 G,138,30,4140,OUT OF STOCK,1Q/4/23,
478,MATIAS EDUARDO V,PARTIAL,1066,40_1682616082000,,2023-01-05,La Minucha Arvejas Remojadas Tetrapackx 340 Gr,84,6,504,NO REQUEST,2Q/4/23,
479,MATIAS EDUARDO V,PARTIAL,1065,40_1682598371000,,2023-01-05,Que Lo Paleo Barra Proteica Choco Negro X 24 U,1800,1,1800,Different flavor/presentation,2Q/4/23,
480,MATIAS EDUARDO V,PARTIAL,1161,40_1682616927000,,2023-01-05,Mini Pamela Galletas Limon X 180 G,136,11,1496,CLOSED,2Q/4/23,
481,MATIAS EDUARDO V,PARTIAL,2505,40_1682625720000,,2023-01-05,Bay Biscuit Bizcochos Sabor Original X 142 G,177,20,3540,CLOSED,2Q/4/23,
